"Order";"Level";"Code";"Parent";"Description";"This item includes";"This item also includes";"Rulings";"This item excludes"
"1213772";"6";"77.39.19";"77.39.1";"Rental and leasing services of other machinery and equipment without operator and tangible goods n.e.c.";;;;
"1213773";"3";"77.4";"77";"Licensing services for the right to use intellectual property and similar products, except copyrighted works";;;;
"1213774";"4";"77.40";"77.4";"Licensing services for the right to use intellectual property and similar products, except copyrighted works";;;;
"1213775";"5";"77.40.1";"77.40";"Licensing services for the right to use intellectual property and similar products, except copyrighted works";;;;
"1213776";"6";"77.40.11";"77.40.1";"Licensing services for the right to use research and development products";;;;
"1213777";"6";"77.40.12";"77.40.1";"Licensing services for the right to use trademarks and franchises";;;;
"1213778";"6";"77.40.13";"77.40.1";"Licensing services for the right to use mineral exploration and evaluation";;;;
"1213779";"6";"77.40.14";"77.40.1";"Trademarks and franchises";;;;
"1213780";"6";"77.40.19";"77.40.1";"Licensing services for the right to use other intellectual property and similar products, except copyrighted works";;;;
"1213781";"2";"78";"N";"Employment services";;;;
"1213782";"3";"78.1";"78";"Services provided by employment placement agencies";;;;
"1213783";"4";"78.10";"78.1";"Services provided by employment placement agencies";;;;
"1213784";"5";"78.10.1";"78.10";"Services provided by employment placement agencies";;;;
"1213785";"6";"78.10.11";"78.10.1";"Executive search services";;;;
"1213786";"6";"78.10.12";"78.10.1";"Permanent placement services, other than executive search services";;;;
"1213787";"3";"78.2";"78";"Temporary employment agency services";;;;
"1213788";"4";"78.20";"78.2";"Temporary employment agency services";;;;
"1213789";"5";"78.20.1";"78.20";"Temporary employment agency services";;;;
"1213790";"6";"78.20.11";"78.20.1";"Temporary employment agency services for the supply of computer and telecommunications personnel";;;;
"1213791";"6";"78.20.12";"78.20.1";"Temporary employment agency services for the supply of other office support personnel";;;;
"1213792";"6";"78.20.13";"78.20.1";"Temporary employment agency services for the supply of commercial and trade personnel";;;;
"1213793";"6";"78.20.14";"78.20.1";"Temporary employment agency services for the supply of transport, warehousing, logistics or industrial workers";;;;
"1213794";"6";"78.20.15";"78.20.1";"Temporary employment agency services for the supply of hotels and restaurants personnel";;;;
"1213795";"6";"78.20.16";"78.20.1";"Temporary employment agency services for the supply of medical personnel";;;;
"1213796";"6";"78.20.19";"78.20.1";"Temporary employment agency services for the supply of other personnel";;;;
"1213797";"3";"78.3";"78";"Other human resources provision services";;;;
"1213798";"4";"78.30";"78.3";"Other human resources provision services";;;;
"1213799";"5";"78.30.1";"78.30";"Other human resources provision services";;;;
"1213800";"6";"78.30.11";"78.30.1";"Other human resources provision services for computer and telecommunications personnel";;;;
"1213801";"6";"78.30.12";"78.30.1";"Other human resources provision services for other office support personnel";;;;
"1213802";"6";"78.30.13";"78.30.1";"Other human resources provision services for commercial and trade personnel";;;;
"1213803";"6";"78.30.14";"78.30.1";"Other human resources provision services for transport, warehousing, logistics or industrial personnel";;;;
"1213804";"6";"78.30.15";"78.30.1";"Other human resources provision services for hotels and restaurants personnel";;;;
"1213805";"6";"78.30.16";"78.30.1";"Other human resources provision services for medical personnel";;;;
"1213806";"6";"78.30.19";"78.30.1";"Other human resources provision services for personnel n.e.c.";;;;
"1213807";"2";"79";"N";"Travel agency, tour operator and other reservation services and related services";;;;
"1213808";"3";"79.1";"79";"Travel agency and tour operator services";;;;
"1213809";"4";"79.11";"79.1";"Travel agency services";;;;
"1213810";"5";"79.11.1";"79.11";"Travel agency services for transport reservations";;;;
"1213811";"6";"79.11.11";"79.11.1";"Reservation services for airlines";;;;
"1213812";"6";"79.11.12";"79.11.1";"Reservation services for railways";;;;
"1213813";"6";"79.11.13";"79.11.1";"Reservation services for buses";;;;
"1213814";"6";"79.11.14";"79.11.1";"Reservation services for vehicle rental";;;;
"1213815";"6";"79.11.19";"79.11.1";"Other travel agency services for transport reservations";;;;
"1213816";"5";"79.11.2";"79.11";"Travel agency services for reservation of accommodation, cruises and package tours";;;;
"1213817";"6";"79.11.21";"79.11.2";"Reservation services for accommodation";;;;
"1213818";"6";"79.11.22";"79.11.2";"Reservation services for cruises";;;;
"1213819";"6";"79.11.23";"79.11.2";"Reservation services for package tours";;;;
"1213820";"4";"79.12";"79.1";"Tour operator services";;;;
"1213821";"5";"79.12.1";"79.12";"Tour operator services";;;;
"1213822";"6";"79.12.11";"79.12.1";"Tour operator services for arranging and assembling tours";;;;
"1213823";"6";"79.12.12";"79.12.1";"Tour managers services";;;;
"1213824";"3";"79.9";"79";"Other reservation services and related services";;;;
"1213825";"4";"79.90";"79.9";"Other reservation services and related services";;;;
"1213826";"5";"79.90.1";"79.90";"Tourism promotion and visitor information services";;;;
"1213827";"6";"79.90.11";"79.90.1";"Tourism promotion services";;;;
"1213828";"6";"79.90.12";"79.90.1";"Visitor information services";;;;
"1213829";"5";"79.90.2";"79.90";"Tourist guide services";;;;
"1213830";"6";"79.90.20";"79.90.2";"Tourist guide services";;;;
"1213831";"5";"79.90.3";"79.90";"Other reservation services n.e.c.";;;;
"1213832";"6";"79.90.31";"79.90.3";"Time-share exchange services";;;;
"1213833";"6";"79.90.32";"79.90.3";"Reservation services for convention centres, congress centres and exhibit halls";;;;
"1213834";"6";"79.90.39";"79.90.3";"Reservation services for event tickets, entertainment and recreational services and other reservation services n.e.c.";;;;
"1213835";"2";"80";"N";"Security and investigation services";;;;
"1213836";"3";"80.1";"80";"Private security services";;;;
"1213837";"4";"80.10";"80.1";"Private security services";;;;
"1213838";"5";"80.10.1";"80.10";"Private security services";;;;
"1213839";"6";"80.10.11";"80.10.1";"Armoured car services";;;;
"1213840";"6";"80.10.12";"80.10.1";"Guard services";;;;
"1213841";"6";"80.10.19";"80.10.1";"Other security services";;;;
"1213842";"3";"80.2";"80";"Security systems services";;;;
"1213843";"4";"80.20";"80.2";"Security systems services";;;;
"1213844";"5";"80.20.1";"80.20";"Security systems services";;;;
"1213845";"6";"80.20.10";"80.20.1";"Security systems services";;;;
"1213846";"3";"80.3";"80";"Investigation services";;;;
"1213847";"4";"80.30";"80.3";"Investigation services";;;;
"1213848";"5";"80.30.1";"80.30";"Investigation services";;;;
"1213849";"6";"80.30.10";"80.30.1";"Investigation services";;;;
"1213850";"2";"81";"N";"Services to buildings and landscape";;;;
"1213851";"3";"81.1";"81";"Combined facilities support services";;;;
"1213852";"4";"81.10";"81.1";"Combined facilities support services";;;;
"1213853";"5";"81.10.1";"81.10";"Combined facilities support services";;;;
"1213854";"6";"81.10.10";"81.10.1";"Combined facilities support services";;;;
"1213855";"3";"81.2";"81";"Cleaning services";;;;
"1213856";"4";"81.21";"81.2";"General cleaning services of buildings";;;;
"1213857";"5";"81.21.1";"81.21";"General cleaning services of buildings";;;;
"1213858";"6";"81.21.11";"81.21.1";"General home cleaning services";;;;
"1213859";"6";"81.21.12";"81.21.1";"Other general cleaning services of buildings";;;;
"1213860";"4";"81.22";"81.2";"Other building and industrial cleaning services";;;;
"1213861";"5";"81.22.1";"81.22";"Industrial cleaning services";;;;
"1213862";"6";"81.22.11";"81.22.1";"Window cleaning services";;;;
"1213863";"6";"81.22.12";"81.22.1";"Specialised cleaning services";;;;
"1213864";"6";"81.22.13";"81.22.1";"Furnace and chimney cleaning services";;;;
"1213865";"4";"81.29";"81.2";"Other cleaning services";;;;
"1213866";"5";"81.29.1";"81.29";"Other cleaning services";;;;
"1213867";"6";"81.29.11";"81.29.1";"Disinfecting and exterminating services";;;;
"1213868";"6";"81.29.12";"81.29.1";"Sweeping and snow removal services";;;;
"1213869";"6";"81.29.13";"81.29.1";"Other sanitation services";;;;
"1213870";"6";"81.29.19";"81.29.1";"Other cleaning services n.e.c.";;;;
"1213871";"3";"81.3";"81";"Landscape services";;;;
"1213872";"4";"81.30";"81.3";"Landscape services";;;;
"1213873";"5";"81.30.1";"81.30";"Landscape services";;;;
"1213874";"6";"81.30.11";"81.30.1";"Home garden maintenance";;;;
"1213875";"6";"81.30.12";"81.30.1";"Other landscape services";;;;
"1213876";"2";"82";"N";"Office administrative, office support and other business support services";;;;
"1213877";"3";"82.1";"82";"Office administrative and support services";;;;
"1213878";"4";"82.11";"82.1";"Combined office administrative services";;;;
"1213879";"5";"82.11.1";"82.11";"Combined office administrative services";;;;
"1213880";"6";"82.11.10";"82.11.1";"Combined office administrative services";;;;
"1213881";"4";"82.19";"82.1";"Photocopying, document preparation and other specialised office support services";;;;
"1213882";"5";"82.19.1";"82.19";"Photocopying, document preparation and other specialised office support services";;;;
"1213883";"6";"82.19.11";"82.19.1";"Duplicating services";;;;
"1213884";"6";"82.19.12";"82.19.1";"Mailing list compilation and mailing services";;;;
"1213885";"6";"82.19.13";"82.19.1";"Document preparation and other specialised office support services";;;;
"1213886";"3";"82.2";"82";"Call centre services";;;;
"1213887";"4";"82.20";"82.2";"Call centre services";;;;
"1213888";"5";"82.20.1";"82.20";"Call centre services";;;;
"1213889";"6";"82.20.10";"82.20.1";"Call centre services";;;;
"1213890";"3";"82.3";"82";"Convention and trade show organisation services";;;;
"1213891";"4";"82.30";"82.3";"Convention and trade show organisation services";;;;
"1213892";"5";"82.30.1";"82.30";"Convention and trade show organisation services";;;;
"1213893";"6";"82.30.11";"82.30.1";"Convention organisation services";;;;
"1213894";"6";"82.30.12";"82.30.1";"Trade show organisation services";;;;
"1213895";"3";"82.9";"82";"Business support services n.e.c.";;;;
"1213896";"4";"82.91";"82.9";"Collection agency and credit bureau services";;;;
"1213897";"5";"82.91.1";"82.91";"Collection agency and credit bureau services";;;;
"1213898";"6";"82.91.11";"82.91.1";"Credit reporting services";;;;
"1213899";"6";"82.91.12";"82.91.1";"Collection agency services";;;;
"1213900";"4";"82.92";"82.9";"Packaging services";;;;
"1213901";"5";"82.92.1";"82.92";"Packaging services";;;;
"1213902";"6";"82.92.10";"82.92.1";"Packaging services";;;;
"1213903";"4";"82.99";"82.9";"Other business support services n.e.c.";;;;
"1213904";"5";"82.99.1";"82.99";"Other business support services n.e.c.";;;;
"1213905";"6";"82.99.11";"82.99.1";"Verbatim reporting and stenotype recording services";;;;
"1213906";"6";"82.99.12";"82.99.1";"Telephone based support services";;;;
"1213907";"6";"82.99.19";"82.99.1";"Other miscellaneous business support services n.e.c.";;;;
"1213908";"1";"O";;"PUBLIC ADMINISTRATION AND DEFENCE SERVICES; COMPULSORY SOCIAL SECURITY SERVICES";;;;
"1213909";"2";"84";"O";"Public administration and defence services; compulsory social security services";;;;
"1213910";"3";"84.1";"84";"Administration services of the State and the economic and social policy of the community";;;;
"1213911";"4";"84.11";"84.1";"General public administration services";;;;
"1213912";"5";"84.11.1";"84.11";"General (overall) public services";;;;
"1213913";"6";"84.11.11";"84.11.1";"Executive and legislative services";;;;
"1213914";"6";"84.11.12";"84.11.1";"Financial and fiscal services";;;;
"1213915";"6";"84.11.13";"84.11.1";"Overall economic and social planning and statistical services";;;;
"1213916";"6";"84.11.14";"84.11.1";"Government services to fundamental research";;;;
"1213917";"6";"84.11.19";"84.11.1";"Other general (overall) public services";;;;
"1213918";"5";"84.11.2";"84.11";"Supporting services for the government";;;;
"1213919";"6";"84.11.21";"84.11.2";"General personnel services for the government";;;;
"1213920";"6";"84.11.29";"84.11.2";"Other supporting services for the government";;;;
"1213921";"4";"84.12";"84.1";"Administrative services for the regulation of health care, education, cultural services and other social services, excluding social security";;;;
"1213922";"5";"84.12.1";"84.12";"Administrative services for the regulation of health care, education, cultural services and other social services excluding social security";;;;
"1213923";"6";"84.12.11";"84.12.1";"Administrative educational services";;;;
"1213924";"6";"84.12.12";"84.12.1";"Administrative health care services";;;;
"1213925";"6";"84.12.13";"84.12.1";"Administrative housing and community amenity services";;;;
"1213926";"6";"84.12.14";"84.12.1";"Administrative recreational, cultural and religious services";;;;
"1213927";"4";"84.13";"84.1";"Administrative services for more efficient operation of businesses";;;;
"1213928";"5";"84.13.1";"84.13";"Administrative services for more efficient operation of businesses";;;;
"1213929";"6";"84.13.11";"84.13.1";"Administrative agriculture-, forestry-, fishing- and hunting-related services";;;;
"1213930";"6";"84.13.12";"84.13.1";"Administrative fuel- and energy-related services";;;;
"1213931";"6";"84.13.13";"84.13.1";"Administrative mining- and mineral resources-, manufacturing- and construction-related services";;;;
"1213932";"6";"84.13.14";"84.13.1";"Administrative transport- and communications-related services";;;;
"1213933";"6";"84.13.15";"84.13.1";"Administrative services related to the distributive and catering trades, hotels and restaurants";;;;
"1213934";"6";"84.13.16";"84.13.1";"Administrative services related to tourism affairs";;;;
"1213935";"6";"84.13.17";"84.13.1";"Administrative multipurpose development project services";;;;
"1213936";"6";"84.13.18";"84.13.1";"General administrative economic, commercial and labour affairs-related services";;;;
"1213937";"3";"84.2";"84";"Provision of services to the community as a whole";;;;
"1213938";"4";"84.21";"84.2";"Foreign affairs services";;;;
"1213939";"5";"84.21.1";"84.21";"Foreign affairs services";;;;
"1213940";"6";"84.21.11";"84.21.1";"Administrative external affairs-related services, diplomatic and consular services abroad";;;;
"1213941";"6";"84.21.12";"84.21.1";"Foreign economic aid-related services";;;;
"1213942";"6";"84.21.13";"84.21.1";"Foreign military aid-related services";;;;
"1213943";"4";"84.22";"84.2";"Defence services";;;;
"1213944";"5";"84.22.1";"84.22";"Defence services";;;;
"1213945";"6";"84.22.11";"84.22.1";"Military defence services";;;;
"1213946";"6";"84.22.12";"84.22.1";"Civil defence services";;;;
"1213947";"4";"84.23";"84.2";"Justice and judicial services";;;;
"1213948";"5";"84.23.1";"84.23";"Justice and judicial services";;;;
"1213949";"6";"84.23.11";"84.23.1";"Law courts-related administrative services";;;;
"1213950";"6";"84.23.12";"84.23.1";"Administrative services related to detention or rehabilitation of criminals";;;;
"1213951";"4";"84.24";"84.2";"Public order and safety services";;;;
"1213952";"5";"84.24.1";"84.24";"Public order and safety services";;;;
"1213953";"6";"84.24.11";"84.24.1";"Police services";;;;
"1213954";"6";"84.24.19";"84.24.1";"Other public order and safety affairs-related services";;;;
"1213955";"4";"84.25";"84.2";"Fire brigade services";;;;
"1213956";"5";"84.25.1";"84.25";"Fire brigade services";;;;
"1213957";"6";"84.25.11";"84.25.1";"Fire fighting and fire prevention services";;;;
"1213958";"6";"84.25.19";"84.25.1";"Other fire brigade services";;;;
"1213959";"3";"84.3";"84";"Compulsory social security services";;;;
"1213960";"4";"84.30";"84.3";"Compulsory social security services";;;;
"1213961";"5";"84.30.1";"84.30";"Compulsory social security services";;;;
"1213962";"6";"84.30.11";"84.30.1";"Compulsory social security services concerning sickness, maternity or temporary disablement benefits";;;;
"1213963";"6";"84.30.12";"84.30.1";"Compulsory social security services concerning government employee pension schemes; old-age, disability or survivors' benefits other than for government employees";;;;
"1213964";"6";"84.30.13";"84.30.1";"Compulsory social security services concerning unemployment compensation benefits";;;;
"1213965";"6";"84.30.14";"84.30.1";"Compulsory social security services concerning family and child allowances";;;;
"1213966";"1";"P";;"EDUCATION SERVICES";;;;
"1213967";"2";"85";"P";"Education services";;;;
"1213968";"3";"85.1";"85";"Pre-primary education services";;;;
"1213969";"4";"85.10";"85.1";"Pre-primary education services";;;;
"1213970";"5";"85.10.1";"85.10";"Pre-primary education services";;;;
"1213971";"6";"85.10.10";"85.10.1";"Pre-primary education services";;;;
"1213972";"3";"85.2";"85";"Primary education services";;;;
"1213973";"4";"85.20";"85.2";"Primary education services";;;;
"1213974";"5";"85.20.1";"85.20";"Primary education services";;;;
"1213975";"6";"85.20.11";"85.20.1";"On-line primary education services";;;;
"1213976";"6";"85.20.12";"85.20.1";"Other primary education services";;;;
"1213977";"3";"85.3";"85";"Secondary education services";;;;
"1213978";"4";"85.31";"85.3";"General secondary education services";;;;
"1213979";"5";"85.31.1";"85.31";"General lower secondary education services";;;;
"1213980";"6";"85.31.11";"85.31.1";"On-line general lower secondary education services";;;;
"1213981";"6";"85.31.12";"85.31.1";"Other general lower secondary education services";;;;
"1213982";"5";"85.31.2";"85.31";"General upper secondary education services";;;;
"1213983";"6";"85.31.21";"85.31.2";"On-line general upper secondary education services";;;;
"1213984";"6";"85.31.22";"85.31.2";"Other general upper secondary education services";;;;
"1213985";"4";"85.32";"85.3";"Technical and vocational secondary education services";;;;
"1213986";"5";"85.32.1";"85.32";"Technical and vocational lower secondary education services";;;;
"1213987";"6";"85.32.11";"85.32.1";"On-line technical and vocational lower secondary education services";;;;
"1213988";"6";"85.32.12";"85.32.1";"Other technical and vocational lower secondary education services";;;;
"1213989";"5";"85.32.2";"85.32";"Technical and vocational upper secondary education services";;;;
"1213990";"6";"85.32.21";"85.32.2";"On-line technical and vocational upper secondary education services";;;;
"1213991";"6";"85.32.22";"85.32.2";"Other technical and vocational upper secondary education services";;;;
"1213992";"3";"85.4";"85";"Higher education services";;;;
"1213993";"4";"85.41";"85.4";"Post-secondary non-tertiary education services";;;;
"1213994";"5";"85.41.1";"85.41";"Post-secondary non-tertiary education services";;;;
"1213995";"6";"85.41.11";"85.41.1";"On-line post-secondary non-tertiary general education services";;;;
"1213996";"6";"85.41.12";"85.41.1";"Other post-secondary non-tertiary general education services";;;;
"1213997";"6";"85.41.13";"85.41.1";"On-line post-secondary non-tertiary technical and vocational education services";;;;
"1213998";"6";"85.41.14";"85.41.1";"Other post-secondary non-tertiary technical and vocational education services";;;;
"1213999";"4";"85.42";"85.4";"Tertiary education services";;;;
"1214000";"5";"85.42.1";"85.42";"Short-cycle Tertiary education services";;;;
"1214001";"6";"85.42.11";"85.42.1";"On-line short-cycle tertiary education services";;;;
"1214002";"6";"85.42.12";"85.42.1";"Other short-cycle tertiary education services";;;;
"1214003";"5";"85.42.2";"85.42";"Bachelor's or equivalent level tertiary education services";;;;
"1214004";"6";"85.42.21";"85.42.2";"On-line bachelor's or equivalent level tertiary education services";;;;
"1214005";"6";"85.42.22";"85.42.2";"Other Bachelor's or equivalent level tertiary education services";;;;
"1214006";"5";"85.42.3";"85.42";"Master's or equivalent level tertiary education services";;;;
"1214007";"6";"85.42.31";"85.42.3";"On-line master's or equivalent level tertiary education services";;;;
"1214008";"6";"85.42.32";"85.42.3";"Other Master's or equivalent level tertiary education services";;;;
"1214009";"5";"85.42.4";"85.42";"Doctoral or equivalent level tertiary education services";;;;
"1214010";"6";"85.42.41";"85.42.4";"On-line doctoral or equivalent level tertiary education services";;;;
"1214011";"6";"85.42.42";"85.42.4";"Other Doctoral or equivalent level tertiary education services";;;;
"1214012";"3";"85.5";"85";"Other education services";;;;
"1214013";"4";"85.51";"85.5";"Sports and recreation education services";;;;
"1214014";"5";"85.51.1";"85.51";"Sports and recreation education services";;;;
"1214015";"6";"85.51.10";"85.51.1";"Sports and recreation education services";;;;
"1214016";"4";"85.52";"85.5";"Cultural education services";;;;
"1214017";"5";"85.52.1";"85.52";"Cultural education services";;;;
"1214018";"6";"85.52.11";"85.52.1";"Dancing schools and dance instructors services";;;;
"1214019";"6";"85.52.12";"85.52.1";"Music schools and music instructors services";;;;
"1214020";"6";"85.52.13";"85.52.1";"Fine arts schools and arts instruction services";;;;
"1214021";"6";"85.52.19";"85.52.1";"Other cultural education services";;;;
"1214022";"4";"85.53";"85.5";"Driving school services";;;;
"1214023";"5";"85.53.1";"85.53";"Driving school services";;;;
"1214024";"6";"85.53.11";"85.53.1";"Car driving school services";;;;
"1214025";"6";"85.53.12";"85.53.1";"Flying and sailing school services";;;;
"1214026";"4";"85.59";"85.5";"Other education services n.e.c.";;;;
"1214027";"5";"85.59.1";"85.59";"Other education services n.e.c.";;;;
"1214028";"6";"85.59.11";"85.59.1";"Language school services";;;;
"1214029";"6";"85.59.12";"85.59.1";"IT school services";;;;
"1214030";"6";"85.59.13";"85.59.1";"Vocational education services n.e.c.";;;;
"1214031";"6";"85.59.14";"85.59.1";"Home school support courses";;;;
"1214032";"6";"85.59.19";"85.59.1";"Education services n.e.c.";;;;
"1214033";"3";"85.6";"85";"Educational support services";;;;
"1214034";"4";"85.60";"85.6";"Educational support services";;;;
"1214035";"5";"85.60.1";"85.60";"Educational support services";;;;
"1214036";"6";"85.60.10";"85.60.1";"Educational support services";;;;
"1214037";"1";"Q";;"HUMAN HEALTH AND SOCIAL WORK SERVICES";;;;
"1214038";"2";"86";"Q";"Human health services";;;;
"1214039";"3";"86.1";"86";"Hospital services";;;;
"1214040";"4";"86.10";"86.1";"Hospital services";;;;
"1214041";"5";"86.10.1";"86.10";"Hospital services";;;;
"1214042";"6";"86.10.11";"86.10.1";"Hospital surgical services";;;;
"1214043";"6";"86.10.12";"86.10.1";"Hospital gynaecological and obstetrical services";;;;
"1214044";"6";"86.10.13";"86.10.1";"Hospital rehabilitation services";;;;
"1214045";"6";"86.10.14";"86.10.1";"Hospital psychiatric services";;;;
"1214046";"6";"86.10.15";"86.10.1";"Other hospital services provided by medical doctors";;;;
"1214047";"6";"86.10.19";"86.10.1";"Other hospital services";;;;
"1214048";"3";"86.2";"86";"Medical and dental practice services";;;;
"1214049";"4";"86.21";"86.2";"General medical practice services";;;;
"1214050";"5";"86.21.1";"86.21";"General medical practice services";;;;
"1214051";"6";"86.21.10";"86.21.1";"General medical practice services";;;;
"1214052";"4";"86.22";"86.2";"Specialist medical practice services";;;;
"1214053";"5";"86.22.1";"86.22";"Specialist medical practice services";;;;
"1214054";"6";"86.22.11";"86.22.1";"Analysis and interpretation services of medical images";;;;
"1214055";"6";"86.22.19";"86.22.1";"Other specialist medical practice services";;;;
"1214056";"4";"86.23";"86.2";"Dental practice services";;;;
"1214057";"5";"86.23.1";"86.23";"Dental practice services";;;;
"1214058";"6";"86.23.11";"86.23.1";"Orthodontic services";;;;
"1214059";"6";"86.23.19";"86.23.1";"Other dental practice services";;;;
"1214060";"3";"86.9";"86";"Other human health services";;;;
"1214061";"4";"86.90";"86.9";"Other human health services";;;;
"1214062";"5";"86.90.1";"86.90";"Other human health services";;;;
"1214063";"6";"86.90.11";"86.90.1";"Pregnancy related services";;;;
"1214064";"6";"86.90.12";"86.90.1";"Nursing services";;;;
"1214065";"6";"86.90.13";"86.90.1";"Physiotherapeutic services";;;;
"1214066";"6";"86.90.14";"86.90.1";"Ambulance services";;;;
"1214067";"6";"86.90.15";"86.90.1";"Medical laboratory services";;;;
"1214068";"6";"86.90.16";"86.90.1";"Blood, sperm and transplant organ bank services";;;;
"1214069";"6";"86.90.17";"86.90.1";"Diagnostic imaging services without interpretation";;;;
"1214070";"6";"86.90.18";"86.90.1";"Mental health services";;;;
"1214071";"6";"86.90.19";"86.90.1";"Other human health services n.e.c.";;;;
"1214072";"2";"87";"Q";"Residential care services";;;;
"1214073";"3";"87.1";"87";"Residential nursing care services";;;;
"1214074";"4";"87.10";"87.1";"Residential nursing care services";;;;
"1214075";"5";"87.10.1";"87.10";"Residential nursing care services";;;;
"1214076";"6";"87.10.10";"87.10.1";"Residential nursing care services";;;;
"1214077";"3";"87.2";"87";"Residential care services for mental retardation, mental health and substance abuse";;;;
"1214078";"4";"87.20";"87.2";"Residential care services for mental retardation, mental health and substance abuse";;;;
"1214079";"5";"87.20.1";"87.20";"Residential care services for mental retardation, mental health and substance abuse";;;;
"1214080";"6";"87.20.11";"87.20.1";"Residential care services for children suffering from mental retardation, mental health illnesses and substance abuse";;;;
"1214081";"6";"87.20.12";"87.20.1";"Residential care services for adults suffering from mental retardation, mental health illnesses and substance abuse";;;;
"1214082";"3";"87.3";"87";"Residential care services for the elderly and disabled";;;;
"1214083";"4";"87.30";"87.3";"Residential care services for the elderly and disabled";;;;
"1214084";"5";"87.30.1";"87.30";"Residential care services for the elderly and disabled";;;;
"1214085";"6";"87.30.11";"87.30.1";"Welfare services delivered through residential institutions to elderly persons";;;;
"1214086";"6";"87.30.12";"87.30.1";"Welfare services delivered through residential institutions to disabled children and young people";;;;
"1214087";"6";"87.30.13";"87.30.1";"Welfare services delivered through residential institutions to disabled adults";;;;
"1214088";"3";"87.9";"87";"Other residential care services";;;;
"1214089";"4";"87.90";"87.9";"Other residential care services";;;;
"1214090";"5";"87.90.1";"87.90";"Other residential care services";;;;
"1214091";"6";"87.90.11";"87.90.1";"Other social work services with accommodation for children and young people";;;;
"1214092";"6";"87.90.12";"87.90.1";"Social work services with accommodation for mistreated women";;;;
"1214093";"6";"87.90.13";"87.90.1";"Other social work services with accommodation for adults";;;;
"1214094";"2";"88";"Q";"Social work services without accommodation";;;;
"1214095";"3";"88.1";"88";"Social work services without accommodation for the elderly and disabled";;;;
"1214096";"4";"88.10";"88.1";"Social work services without accommodation for the elderly and disabled";;;;
"1214097";"5";"88.10.1";"88.10";"Social work services without accommodation for the elderly and disabled";;;;
"1214098";"6";"88.10.11";"88.10.1";"Visiting and assistance services for the elderly";;;;
"1214099";"6";"88.10.12";"88.10.1";"Day-care centre services for the elderly";;;;
"1214100";"6";"88.10.13";"88.10.1";"Vocational rehabilitation services for persons with disabilities";;;;
"1214101";"6";"88.10.14";"88.10.1";"Visiting and assistance services for persons with disabilities";;;;
"1214102";"6";"88.10.15";"88.10.1";"Day-care centre services for disabled adults";;;;
"1214103";"3";"88.9";"88";"Other social work services without accommodation";;;;
"1214104";"4";"88.91";"88.9";"Child day-care services";;;;
"1214105";"5";"88.91.1";"88.91";"Child day-care services";;;;
"1214106";"6";"88.91.11";"88.91.1";"Child day-care services excluding day-care services for the disabled";;;;
"1214107";"6";"88.91.12";"88.91.1";"Day-care services for disabled children and young people";;;;
"1214108";"6";"88.91.13";"88.91.1";"Baby-sitting services";;;;
"1214109";"4";"88.99";"88.9";"Other social work services without accommodation n.e.c.";;;;
"1214110";"5";"88.99.1";"88.99";"Other social work services without accommodation n.e.c.";;;;
"1214111";"6";"88.99.11";"88.99.1";"Guidance and counselling services n.e.c. related to children";;;;
"1214112";"6";"88.99.12";"88.99.1";"Welfare services without accommodation";;;;
"1214113";"6";"88.99.13";"88.99.1";"Vocational rehabilitation services for the unemployed";;;;
"1214114";"6";"88.99.19";"88.99.1";"Other social services without accommodation n.e.c.";;;;
"1214115";"1";"R";;"ARTS, ENTERTAINMENT AND RECREATION SERVICES";;;;
"1214116";"2";"90";"R";"Creative, arts and entertainment services";;;;
"1214117";"3";"90.0";"90";"Creative, arts and entertainment services";;;;
"1214118";"4";"90.01";"90.0";"Services of performing artists";;;;
"1214119";"5";"90.01.1";"90.01";"Services of performing artists";;;;
"1214120";"6";"90.01.10";"90.01.1";"Services of performing artists";;;;
"1214121";"4";"90.02";"90.0";"Support services to performing arts";;;;
"1214122";"5";"90.02.1";"90.02";"Support services to performing arts";;;;
"1214123";"6";"90.02.11";"90.02.1";"Performing arts event production and presentation services";;;;
"1214124";"6";"90.02.12";"90.02.1";"Performing arts event promotion and organisation services";;;;
"1214125";"6";"90.02.19";"90.02.1";"Other performing arts support services";;;;
"1214126";"4";"90.03";"90.0";"Artistic creation";;;;
"1214127";"5";"90.03.1";"90.03";"Artistic creation";;;;
"1214128";"6";"90.03.11";"90.03.1";"Services provided by authors, composers, sculptors and other artists, except performing artists";;;;
"1214129";"6";"90.03.12";"90.03.1";"Original works of authors, composers and other artists, except performing artists, painters, graphical artists and sculptors";;;;
"1214130";"6";"90.03.13";"90.03.1";"Original works of painters, graphical artists and sculptors";;;;
"1214131";"4";"90.04";"90.0";"Arts facility operation services";;;;
"1214132";"5";"90.04.1";"90.04";"Arts facility operation services";;;;
"1214133";"6";"90.04.10";"90.04.1";"Arts facility operation services";;;;
"1214134";"2";"91";"R";"Library, archive, museum and other cultural services";;;;
"1214135";"3";"91.0";"91";"Library, archive, museum and other cultural services";;;;
"1214136";"4";"91.01";"91.0";"Library and archive services";;;;
"1214137";"5";"91.01.1";"91.01";"Library and archive services";;;;
"1214138";"6";"91.01.11";"91.01.1";"Library services";;;;
"1214139";"6";"91.01.12";"91.01.1";"Archive services";;;;
"1214140";"4";"91.02";"91.0";"Museum services";;;;
"1214141";"5";"91.02.1";"91.02";"Museum operation services";;;;
"1214142";"6";"91.02.10";"91.02.1";"Museum operation services";;;;
